year,ceremony,category,film_title,winner_raw,winner_clean,speech_clean,snippet_grading,golden_snippet,plot_hint,redacted_speech,distinctiveness
2008,81,Directing,Slumdog Millionaire,Danny Boyle,Danny Boyle,"[Bouncing up and down] My kids are too old to remember this now, but when they were much younger I swore to them that if this miracle ever happened that I would receive it in the spirit of ""Tigger"" from ""Winnie-the-Pooh,"" and that's what that was.  You have been so generous to us this evening and I wanted to thank you for that and also for an extraordinary, what a beautiful show you've done.  I don't know what it looks like on television, everybody, but in the room it's bloody wonderful, really.  So, well done, everyone.

Just to make, my, um, Grace, Gabriel and Caitlin, my kids, and their wonderful mum Gail, thank you so much for letting me be ""Tigger"" for so long. And to my dad, Frank, and to my sisters Maria and Bernadette and everybody in St. Mary's Social Club in Radcliffe, a big, big, big shout-out to you.  I've got to thank Tessa Ross.  I've got to thank everybody at Celador.  I've got to thank François and Cameron at Pathé.  I've got to thank everybody at Warner Bros. for having the great grace to pass the film on to the extraordinary guy at Fox Searchlight, Peter Rice, and all his team.  Thank you so much.  Peter, wherever you are, thank you so much for bringing all our cast and crew here, or as many of them as we could do.  The film is an absolute tribute to them. There's one guy I should mention.  We've mentioned a lot of people, I forgot a guy, the guy who choreographed the dance at the end of the film.  He's called Longiness, and I forgot him off the credits.  And I only found out about it two weeks ago.  I'm an idiot and I apologize from the bottom of my heart, Longiness.  Thank you so much.

Finally, just to say to Mumbai: Unending, inseparable, unborn.  All of you who helped us make the film and all of those of you who didn't, thank you so much.  You dwarf even this guy [gesturing to the statuette].  Thank you very much indeed.",3,"""""""[Bouncing up and down] My kids are too old to remember this now, but when they were much younger I swore to them that if this miracle ever happened that I would receive it in the spirit of ""Tigger"" from ""Winnie-the-Pooh,"" and that's what that was.""""""",A series of increasingly improbable coincidences lead to a cash prize.,"""""""[Bouncing up and down] My kids are too old to remember this now, but when they were much younger I swore to them that if this miracle ever happened that I would receive it in the spirit of ""Tigger"" from ""Winnie-the-Pooh,"" and that's what that was.  You have been so generous to us this evening and I wanted to thank you for that and also for an extraordinary, what a beautiful show you've done.  I don't know what it looks like on television, everybody, but in the room it's bloody wonderful, really.  So, well done, everyone.

Just to make, my, um, Grace, Gabriel and Caitlin, my kids, and their wonderful mum Gail, thank you so much for letting me be ""Tigger"" for so long. And to my dad, Frank, and to my sisters Maria and Bernadette and everybody in St. Mary's Social Club in Radcliffe, a big, big, big shout-out to you.  I've got to thank Tessa Ross.  I've got to thank everybody at Celador.  I've got to thank François and Cameron at Pathé.  I've got to thank everybody at Warner Bros. for having the great grace to pass the film on to the extraordinary guy at Fox Searchlight, Peter Rice, and all his team.  Thank you so much.  Peter, wherever you are, thank you so much for bringing all our cast and crew here, or as many of them as we could do.  The film is an absolute tribute to them. There's one guy I should mention.  We've mentioned a lot of people, I forgot a guy, the guy who choreographed the dance at the end of the film.  He's called Longiness, and I forgot him off the credits.  And I only found out about it two weeks ago.  I'm an idiot and I apologize from the bottom of my heart, Longiness.  Thank you so much.

Finally, just to say to Mumbai: Unending, inseparable, unborn.  All of you who helped us make the film and all of those of you who didn't, thank you so much.  You dwarf even this guy [gesturing to the statuette].  Thank you very much indeed.""""""",4
2008,81,Best Picture,Slumdog Millionaire,"Christian Colson, Producer (accompanied on stage by over 25 members of the cast and crew)","Christian Colson, Producer","Thank you so much to the Academy.  As you can see our film was a collaboration between hundreds of people and I'm so happy that so many of them could be with us here tonight to share this moment.  Together we've been on an extraordinary, an extraordinary journey.  When we started out we had no stars, we had no power or muscle, we didn't have enough money, really, to do what we wanted to do.  But what we had was a script that inspired mad love in everyone who read it.  We had a genius for a director.  We had a cast and a crew who were unwavering in their commitment and whose talents are up on the screen for all of you to see.  We had partners in Film4, in Celador, in Pathé and Fox Searchlight who had the courage to support us.  And we had a shared love for the extraordinary city of Mumbai where we made the movie.  Most of all we had passion and we had belief.  And our film shows that if you have those two things, truly anything is possible.  I want to thank, on a personal note, my mum and my dad for all their love and support over the years.  I want to thank my girl, Saskia Mulder, who is my partner in crime and the light in my life. And I want to thank all of you very much indeed.  Thank you.",3,"""""""When we started out we had no stars, we had no power or muscle, we didn't have enough money, really, to do what we wanted to do. But what we had was a script that inspired mad love in everyone who read it. We had a genius for a director. We had a cast and a crew who were unwavering in their commitment and whose talents are up on the screen for all of you to see. We had partners in Film4, in Celador, in Pathé and Fox Searchlight who had the courage to support us. And we had a shared love for the extraordinary city of Mumbai where we made the movie. Most of all we had passion and we had belief. And our film shows that if you have those two things, truly anything is possible.""""""",A contestant leverages an unconventional education to navigate a high-stakes quiz show.,"""""""Thank you so much to the Academy. As you can see our film was a collaboration between hundreds of people and I'm so happy that so many of them could be with us here tonight to share this moment. Together we've been on an extraordinary, an extraordinary journey. When we started out we had no stars, we had no power or muscle, we didn't have enough money, really, to do what we wanted to do. But what we had was a script that inspired mad love in everyone who read it. We had a genius for a director. We had a cast and a crew who were unwavering in their commitment and whose talents are up on the screen for all of you to see. We had partners in Film4, in Celador, in Pathé and Fox Searchlight who had the courage to support us. And we had a shared love for the extraordinary city of Mumbai where we made the movie. Most of all we had passion and we had belief. And our film shows that if you have those two things, truly anything is possible. I want to thank, on a personal note, my mum and my dad for all their love and support over the years. I want to thank my girl, Saskia Mulder, who is my partner in crime and the light in my life. And I want to thank all of you very much indeed. Thank you.""""""",3
2008,81,Writing (Adapted Screenplay),Slumdog Millionaire,Screenplay by Simon Beaufoy,Screenplay by Simon Beaufoy,"Thank you very much indeed.  There are certain places in the universe you never imagine standing.  For me it's the moon, the South Pole, the Miss World podium, and here.  It's a tremendous honor, so thank you to the Academy.

I certainly wouldn't be standing here tonight without Vikas Swarup, who wrote the book without which none of ""Slumdog"" would ever have happened.  So thank you, Vikas.  Tessa Ross from Film4, who shoved the manuscript into my hand and said, ""This is yours, you must go to India.""  Thank you.  My parents who've always supported me throughout everything.  My wife Jane, for whom repressed English writers have to write love stories, 'cause they can't really say what they mean.  Susan Landau and Charlotte Knight, both my manager and my agent. And of course the wonderful Dev, the wonderful Latika, and the cast and crew of the film who have taught me so much about India and so much about writing, and they've all sort of changed my life.  And finally, thank you so much to Danny and Christian, the other two musketeers.  Thank you very much.",3,"""""""There are certain places in the universe you never imagine standing.  For me it's the moon, the South Pole, the Miss World podium, and here.""""""",A contestant on a popular game show has a very unusual and perhaps legally questionable strategy for answering the questions.,"""""""Thank you very much indeed.  There are certain places in the universe you never imagine standing.  For me it's the moon, the South Pole, the Miss World podium, and here.  It's a tremendous honor, so thank you to the Academy.

I certainly wouldn't be standing here tonight without Vikas Swarup, who wrote the book without which none of ""[REDACT: Slumdog]"" would ever have happened.  So thank you, Vikas.  Tessa Ross from Film4, who shoved the manuscript into my hand and said, ""This is yours, you must go to India.""  Thank you.  My parents who've always supported me throughout everything.  My wife Jane, for whom repressed English writers have to write love stories, 'cause they can't really say what they mean.  Susan Landau and Charlotte Knight, both my manager and my agent. And of course the wonderful Dev, the wonderful Latika, and the cast and crew of the film who have taught me so much about India and so much about writing, and they've all sort of changed my life.  And finally, thank you so much to [REDACT: Danny] and Christian, the other two musketeers.  Thank you very much.""""""",4
2008,81,Writing (Original Screenplay),Milk,Written by Dustin Lance Black,Written by Dustin Lance Black,"Oh my God.  This was, this was not an easy film to make.  And first off, I have to thank Cleve Jones and Anne Kronenberg and all the real-life people who shared their stories with me.  And Gus Van Sant, Sean Penn, Emile Hirsch, Josh Brolin, James Franco and our entire cast, my producers Dan Jinks and Bruce Cohen, everyone at Groundswell and Focus for taking on the challenge of telling this life-saving story.

When I was thirteen years old, my beautiful mother and my father moved me from a conservative Mormon home in San Antonio, Texas, to California, and I heard the story of Harvey Milk.  And it gave me hope.  It gave me the hope to live my life.  It gave me the hope one day I could live my life openly as who I am and that maybe even I could even fall in love and one day get married.  I wanna, I wanna thank my mom, who has always loved me for who I am even when there was pressure not to.  But most of all, if Harvey had not been taken from us thirty years ago, I think he'd want me to say to all of the gay and lesbian kids out there tonight who have been told that they are less than by their churches or by the government or by their families, that you are beautiful, wonderful creatures of value and that no matter what anyone tells you God does love you, and that very soon, I promise you, you will have equal rights, federally, across this great nation of ours.  Thank you.  Thank you.  And thank you, God, for giving us Harvey Milk.",4,"""""""When I was thirteen years old, my beautiful mother and my father moved me from a conservative Mormon home in San Antonio, Texas, to California, and I heard the story of [REDACT: Harvey Milk]. And it gave me hope. It gave me the hope to live my life. It gave me the hope one day I could live my life openly as who I am and that maybe even I could even fall in love and one day get married. ... But most of all, if [REDACT: Harvey] had not been taken from us thirty years ago, I think he'd want me to say to all of the gay and lesbian kids out there tonight who have been told that they are less than by their churches or by the government or by their families, that you are beautiful, wonderful creatures of value and that no matter what anyone tells you God does love you, and that very soon, I promise you, you will have equal rights, federally, across this great nation of ours.""""""",A man experiences some minor inconveniences while planning a party.,"""""""Oh my God. This was, this was not an easy film to make. And first off, I have to thank Cleve Jones and Anne Kronenberg and all the real-life people who shared their stories with me. And Gus Van Sant, [REDACT: Sean Penn], Emile Hirsch, Josh Brolin, James Franco and our entire cast, my producers Dan Jinks and Bruce Cohen, everyone at Groundswell and Focus for taking on the challenge of telling this life-saving story.

When I was thirteen years old, my beautiful mother and my father moved me from a conservative Mormon home in San Antonio, Texas, to California, and I heard the story of [REDACT: Harvey Milk]. And it gave me hope. It gave me the hope to live my life. It gave me the hope one day I could live my life openly as who I am and that maybe even I could even fall in love and one day get married. I wanna, I wanna thank my mom, who has always loved me for who I am even when there was pressure not to. But most of all, if [REDACT: Harvey] had not been taken from us thirty years ago, I think he'd want me to say to all of the gay and lesbian kids out there tonight who have been told that they are less than by their churches or by the government or by their families, that you are beautiful, wonderful creatures of value and that no matter what anyone tells you God does love you, and that very soon, I promise you, you will have equal rights, federally, across this great nation of ours. Thank you. Thank you. And thank you, God, for giving us [REDACT: Harvey Milk].""""""",5
2009,82,Actor in a Leading Role,Crazy Heart,Jeff Bridges,Jeff Bridges,"Oh!  Thank you, Academy members!  Mom and Dad, yeah, look!  Whoo!  Thank you, Mom and Dad, for turning me on to such a groovy profession.  Oh, my dad, my mom, they loved show biz so much.  I remember my mom getting all of us kids to entertain at her parties, you know, my dad sitting me on his bed and teaching me all of the basics of acting for a role in ""Sea Hunt.""  They loved show biz so much and I feel an extension of them, you know, this is honoring them as much as it is me.

I wanna thank Scott Cooper, our wonderful director, for his knowledge of film and country music, and for his ability to instill self-confidence in his actors.  I thank you for that, Scott.  Where are you?  Raise your hand, man. Yeah!  Scotty!  Thank you for that, Scott man!  And thank you for assembling such a wonderful cast.  Maggie Gyllenhaal, Colin, wherever he is backstage, and Bobby Duvall.  So wonderful, you guys brought your heart and soul.  I want to thank Barry Markowitz, our wonderful DP, did such a brilliant job.  Judy Cairo, our producer, and Fox Searchlight, our wonderful distributor.  Thank you, guys, for keeping us all together and for making it all happen.  T Bone Burnett and Stephen Bruton, for bringing all of that great music and those wonderful musicians to the party, man.  And my wonderful team that's kept me together:  Jean Sievers, David Schiff, Rick Kurtzman at CAA, Bob Wallerstein, Loyd Catlett, Tarra Day and Roger Love, man.  Thank you, guys.

And I especially want to thank my gorgeous wife, Sue.  We've been married thirty-three years.  We have a beautiful family, three girls:  Isabelle, Jessie and Hayley.  Thank you, guys.  I wouldn't be up here without you. Thank you so much.",3,"""""""Mom and Dad, yeah, look! Whoo! Thank you, Mom and Dad, for turning me on to such a groovy profession. Oh, my dad, my mom, they loved show biz so much. I remember my mom getting all of us kids to entertain at her parties, you know, my dad sitting me on his bed and teaching me all of the basics of acting for a role in ""Sea Hunt."" They loved show biz so much and I feel an extension of them, you know, this is honoring them as much as it is me.""""""","A man struggles to get his life together, despite the lifestyle he clearly enjoys living.","""""""Oh! Thank you, Academy members! Mom and Dad, yeah, look! Whoo! Thank you, Mom and Dad, for turning me on to such a groovy profession. Oh, my dad, my mom, they loved show biz so much. I remember my mom getting all of us kids to entertain at her parties, you know, my dad sitting me on his bed and teaching me all of the basics of acting for a role in ""Sea Hunt."" They loved show biz so much and I feel an extension of them, you know, this is honoring them as much as it is me.

I wanna thank Scott Cooper, our wonderful director, for his knowledge of film and country music, and for his ability to instill self-confidence in his actors. I thank you for that, Scott. Where are you? Raise your hand, man. Yeah! Scotty! Thank you for that, Scott man! And thank you for assembling such a wonderful cast. Maggie Gyllenhaal, Colin, wherever he is backstage, and Bobby Duvall. So wonderful, you guys brought your heart and soul. I want to thank Barry Markowitz, our wonderful DP, did such a brilliant job. Judy Cairo, our producer, and Fox Searchlight, our wonderful distributor. Thank you, guys, for keeping us all together and for making it all happen. T Bone Burnett and Stephen Bruton, for bringing all of that great music and those wonderful musicians to the party, man. And my wonderful team that's kept me together: Jean Sievers, David Schiff, Rick Kurtzman at CAA, Bob Wallerstein, Loyd Catlett, Tarra Day and Roger Love, man. Thank you, guys.

And I especially want to thank my gorgeous wife, Sue. We've been married thirty-three years. We have a beautiful family, three girls: Isabelle, Jessie and Hayley. Thank you, guys. I wouldn't be up here without you. Thank you so much.""""""",4
2009,82,Actor in a Supporting Role,Inglourious Basterds,Christoph Waltz,Christoph Waltz,"Oscar and Penélope, that's an über bingo.

I always wanted to discover some new continent and I thought I had to go this way.   And then I was introduced to Quentin Tarantino who was putting together an expedition that was equipped by Harvey Weinstein and Lawrence Bender and David Linde.  And he put this script in front of me and he said, ""This is where we're going, but we're going the other way.""  So Brad Pitt helped me on board and Diane Kruger was there.  And Mélanie Laurent and Denis Menochet and Bob Richardson, Sally Menke, and Adam Schweitzer and Lisa Kasteler.  And everybody helped me find a place.  Universal and The Weinstein Company and ICM.  And Quentin, with his unorthodox methods of navigation, this fearless explorer took this ship across and brought it in with flying colors.  And that's why I'm here.  And this is your welcoming embrace, and there's no way I can ever thank you enough.  But I can start right now:  Thank you.",3,"""""""I always wanted to discover some new continent and I thought I had to go this way. And then I was introduced to [REDACT: Quentin Tarantino] who was putting together an expedition that was equipped by Harvey Weinstein and Lawrence Bender and David Linde. And he put this script in front of me and he said, ""This is where we're going, but we're going the other way."" So Brad Pitt helped me on board and Diane Kruger was there. And Mélanie Laurent and Denis Menochet and Bob Richardson, Sally Menke, and Adam Schweitzer and Lisa Kasteler. And everybody helped me find a place. Universal and The Weinstein Company and ICM. And [REDACT: Quentin], with his unorthodox methods of navigation, this fearless explorer took this ship across and brought it in with flying colors. And that's why I'm here.""""""",A very enthusiastic man goes to great lengths to find a pen pal.,"""""""Oscar and Penélope, that's an über bingo.

I always wanted to discover some new continent and I thought I had to go this way.   And then I was introduced to [REDACT: Quentin Tarantino] who was putting together an expedition that was equipped by Harvey Weinstein and Lawrence Bender and David Linde.  And he put this script in front of me and he said, ""This is where we're going, but we're going the other way.""  So Brad Pitt helped me on board and Diane Kruger was there.  And Mélanie Laurent and Denis Menochet and Bob Richardson, Sally Menke, and Adam Schweitzer and Lisa Kasteler.  And everybody helped me find a place.  Universal and The Weinstein Company and ICM.  And [REDACT: Quentin], with his unorthodox methods of navigation, this fearless explorer took this ship across and brought it in with flying colors.  And that's why I'm here.  And this is your welcoming embrace, and there's no way I can ever thank you enough.  But I can start right now:  Thank you.""""""",4
2009,82,Actress in a Leading Role,The Blind Side,Sandra Bullock,Sandra Bullock,"Did I really earn this or did I just wear you all down?  I would like to thank the Academy for allowing me in the last month to have the most incredible ride, with rooms full of artists that I see tonight and that I've worked with before and I hope to work with in the future, who inspire me and blaze trails for us.  Four of them, that I've fallen deeply in love with, I share this night with and I share this award with.  Gabby, I love you so much. You are exquisite.  You are beyond words to me.  Carey, your grace and your elegance and your beauty and your talent makes me sick.  Helen, I feel like we are family, through(?) family, and I don't have the words to express just what I think of you.  And Meryl, you know what I think of you, and you are such a good kisser.

I have so many people to thank for my good fortune in this lifetime, and this is a once-in-a-lifetime experience, I know.  To the family that allowed me to play them, the Tuohy family.  I know they're in here and you'll probably hear her in a minute... Maybe not. Thank you for giving me the opportunity to the family that made this film, that gave me the opportunity to do something different:  John Lee Hancock, Gil Netter, Alcon, Warner Bros., the actors. Everyone who's shown me kindness when it wasn't fashionable, I thank you.  To everyone who was mean to me when it wasn't... like George Clooney threw me in a pool years ago.  I'm still holding a grudge.

But there's so many people to thank; not enough time.  So I would like to thank what this film was about for me, which are the moms that take care of the babies and the children no matter where they come from.  Those moms and parents never get thanked.  I, in particular, failed to thank one.  So... if I can take this moment to thank Helga B. for not letting me ride in cars with boys till I was eighteen, 'cause she was right; I would've done what she said I was gonna do.  For making me practice every day when I got home, piano, ballet, whatever it is I wanted to be.  She said to be an artist you had to practice every day.  And for reminding her daughters that there's no race, no religion, no class system, no color, nothing, no sexual orientation, that makes us better than anyone else.  We are all deserving of love.  So, to that trailblazer who allowed me to have that, and this [referring to the Oscar], and this, I thank you so much for this opportunity that I share with these extraordinary women, and my lover Meryl Streep.  Thank you.",3,"""""""To everyone who was mean to me when it wasn't... like George Clooney threw me in a pool years ago. I'm still holding a grudge.""""""",A woman with a knack for interior decorating decides to re-arrange someone's living space.,"""""""Did I really earn this or did I just wear you all down? I would like to thank the Academy for allowing me in the last month to have the most incredible ride, with rooms full of artists that I see tonight and that I've worked with before and I hope to work with in the future, who inspire me and blaze trails for us. Four of them, that I've fallen deeply in love with, I share this night with and I share this award with. Gabby, I love you so much. You are exquisite. You are beyond words to me. Carey, your grace and your elegance and your beauty and your talent makes me sick. Helen, I feel like we are family, through(?) family, and I don't have the words to express just what I think of you. And Meryl, you know what I think of you, and you are such a good kisser.

I have so many people to thank for my good fortune in this lifetime, and this is a once-in-a-lifetime experience, I know. To the family that allowed me to play them, the Tuohy family. I know they're in here and you'll probably hear her in a minute... Maybe not. Thank you for giving me the opportunity to the family that made this film, that gave me the opportunity to do something different: John Lee Hancock, Gil Netter, Alcon, Warner Bros., the actors. Everyone who's shown me kindness when it wasn't fashionable, I thank you. To everyone who was mean to me when it wasn't... like George Clooney threw me in a pool years ago. I'm still holding a grudge.

But there's so many people to thank; not enough time. So I would like to thank what [REDACT: this film] was about for me, which are the moms that take care of the babies and the children no matter where they come from. Those moms and parents never get thanked. I, in particular, failed to thank one. So... if I can take this moment to thank Helga B. for not letting me ride in cars with boys till I was eighteen, 'cause she was right; I would've done what she said I was gonna do. For making me practice every day when I got home, piano, ballet, whatever it is I wanted to be. She said to be an artist you had to practice every day. And for reminding her daughters that there's no race, no religion, no class system, no color, nothing, no sexual orientation, that makes us better than anyone else. We are all deserving of love. So, to that trailblazer who allowed me to have that, and this [referring to the Oscar], and this, I thank you so much for this opportunity that I share with these extraordinary women, and my lover Meryl Streep. Thank you.""""""",5
2009,82,Actress in a Supporting Role,Precious: Based on the Novel 'Push' by Sapphire,Mo'Nique,Mo'Nique,"First, I would like to thank the Academy for showing that it can be about the performance and not the politics.  I want to thank Miss Hattie McDaniel for enduring all that she had to so that I would not have to.  Tyler Perry and Oprah Winfrey, because you touched it the whole world saw it.  Ricky Anderson, our attorney of Anderson & Smith, thank you for your hard work.  My entire BET family, my ""Precious"" family, thank you so much.  To my amazing husband Sidney, thank you for showing me that sometimes you have to forgo doing what's popular in order to do what's right.  And baby, you were so right.  God bless us all.",4,"""""""First, I would like to thank the Academy for showing that it can be about the performance and not the politics. I want to thank Miss Hattie McDaniel for enduring all that she had to so that I would not have to.""""""",A woman with a chaotic household struggles to make her daughter understand the importance of personal responsibility.,"""""""First, I would like to thank the Academy for showing that it can be about the performance and not the politics.  I want to thank Miss Hattie McDaniel for enduring all that she had to so that I would not have to.  Tyler Perry and Oprah Winfrey, because you touched it the whole world saw it.  Ricky Anderson, our attorney of Anderson & Smith, thank you for your hard work.  My entire BET family, my ""[REDACT: Precious]"" family, thank you so much.  To my amazing husband Sidney, thank you for showing me that sometimes you have to forgo doing what's popular in order to do what's right.  And baby, you were so right.  God bless us all.""""""",4
2009,82,Directing,The Hurt Locker,Kathryn Bigelow,Kathryn Bigelow,"This really is, um, there's no other way to describe it, it's the moment of a lifetime.  First of all, this is so extraordinary to be in the company of such powerful, my fellow nominees, such powerful filmmakers who have inspired me and I have admired for, some of whom, for decades.  And thank you to every member of the Academy.  This is, again, the moment of a lifetime.

I would not be standing here if it wasn't for Mark Boal, who risked his life for the words on the page and wrote such a courageous screenplay.  That I was fortunate enough to have an extraordinary cast bring that screenplay to life in Jeremy Renner, Anthony Mackie and Brian Geraghty.  And, I think the secret to directing is collaborating and I had truly an extraordinary group of collaborators in my crew:  Barry Ackroyd, and Kalle Júlíusson, and Bob Murawski, Chris Innis, Ray Beckett, Richard Stutsman.  And if I could just also thank my producing partners in Greg Shapiro and Nick Chartier, and my wonderful agent Brian Siberell.  And the people of Jordan, who were such a... so hospitable to us when we were shooting.

And I'd just like to dedicate this to the women and men in the military who risk their lives on a daily basis in Iraq and Afghanistan and around the world.  And may they come home safe.  Thank you.",2,"""""""And I'd just like to dedicate this to the women and men in the military who risk their lives on a daily basis in Iraq and Afghanistan and around the world. And may they come home safe. Thank you.""""""",A series of unfortunate work incidents occur involving sharp objects.,"""""""This really is, um, there's no other way to describe it, it's the moment of a lifetime. First of all, this is so extraordinary to be in the company of such powerful, my fellow nominees, such powerful filmmakers who have inspired me and I have admired for, some of whom, for decades. And thank you to every member of the Academy. This is, again, the moment of a lifetime.

I would not be standing here if it wasn't for Mark Boal, who risked his life for the words on the page and wrote such a courageous screenplay. That I was fortunate enough to have an extraordinary cast bring that screenplay to life in Jeremy Renner, Anthony Mackie and Brian Geraghty. And, I think the secret to directing is collaborating and I had truly an extraordinary group of collaborators in my crew: Barry Ackroyd, and Kalle Júlíusson, and Bob Murawski, Chris Innis, Ray Beckett, Richard Stutsman. And if I could just also thank my producing partners in Greg Shapiro and Nick Chartier, and my wonderful agent Brian Siberell. And the people of Jordan, who were such a... so hospitable to us when we were shooting.

And I'd just like to dedicate this to the women and men in the military who risk their lives on a daily basis in Iraq and Afghanistan and around the world. And may they come home safe. Thank you.""""""",3
2009,82,Best Picture,The Hurt Locker,"Kathryn Bigelow, Mark Boal, Nicolas Chartier and Greg Shapiro, Producers (Chartier not present; accompanied on stage by actors Jeremy Renner, Anthony Mackie, Brian Geraghty, Guy Pierce, exec. producer Tony Mark, cinematographer Barry Ackroyd)","Kathryn Bigelow, Mark Boal, Nicolas Chartier and Greg Shapiro, Producers","Thank you so much.  This has been such a dream, beyond a dream, for all of us who have lived for so long with this story.  And, you know, we had this fantasy of making our film our way with the talent that we hoped to have, and hopefully we would find a distributor and somebody might even like the movie. So to be standing here, this was really, truly, honestly never part of anything we even imagined in our wildest dreams.  So thank you so much to each and every member of the Academy for really honoring us beyond anything we could've imagined.

GREG SHAPIRO:
Thank you to the Academy.  This is really unreal and extremely humbling.  We also have to thank our intrepid financier and fellow producer, Nicolas Chartier, who bet on this movie when no one else would.  The incredible support that we got from CAA, particularly Joel Lubin, Roeg Sutherland, Brian Siberell.  Our entire cast and crew, and our fearless director.

MARK BOAL:
Our fearless director.  And also, we owe a deep debt of gratitude, by the way, to Summit Entertainment and Rob Friedman and Patrick Wachsberger for distributing this film.  And thank you, Mom.  I forgot to thank you before.

KATHRYN BIGELOW:
I was just gonna reiterate that with Rob and Patrick, who took a very brave shot with this movie, and we owe them dearly.  And perhaps one more dedication:  To men and women all over the world who, sorry to reiterate, but wear a uniform.  But even not just the military – hazmat, emergency, firemen. You know, they're there for us and we're there for them.  Thank you.  Thank you.",3,"""""""""And perhaps one more dedication: To men and women all over the world who, sorry to reiterate, but wear a uniform. But even not just the military – hazmat, emergency, firemen. You know, they're there for us and we're there for them. Thank you. Thank you.""""""",Someone has a really hard time adjusting to civilian life after a stressful job.,"""""""Thank you so much.  This has been such a dream, beyond a dream, for all of us who have lived for so long with this story.  And, you know, we had this fantasy of making our film our way with the talent that we hoped to have, and hopefully we would find a distributor and somebody might even like the movie. So to be standing here, this was really, truly, honestly never part of anything we even imagined in our wildest dreams.  So thank you so much to each and every member of the Academy for really honoring us beyond anything we could've imagined.

[REDACT: GREG SHAPIRO]:
Thank you to the Academy.  This is really unreal and extremely humbling.  We also have to thank our intrepid financier and fellow producer, [REDACT: Nicolas Chartier], who bet on this movie when no one else would.  The incredible support that we got from CAA, particularly Joel Lubin, Roeg Sutherland, Brian Siberell.  Our entire cast and crew, and our fearless director.

[REDACT: MARK BOAL]:
Our fearless director.  And also, we owe a deep debt of gratitude, by the way, to Summit Entertainment and Rob Friedman and Patrick Wachsberger for distributing this film.  And thank you, Mom.  I forgot to thank you before.

[REDACT: KATHRYN BIGELOW]:
I was just gonna reiterate that with Rob and Patrick, who took a very brave shot with this movie, and we owe them dearly.  And perhaps one more dedication:  To men and women all over the world who, sorry to reiterate, but wear a uniform.  But even not just the military – hazmat, emergency, firemen. You know, they're there for us and we're there for them.  Thank you.  Thank you.""""""",3
2009,82,Writing (Adapted Screenplay),Precious: Based on the Novel 'Push' by Sapphire,Screenplay by Geoffrey Fletcher,Screenplay by Geoffrey Fletcher,"Don't know what to say.  This is for everybody who works on a dream every day.  Precious boys and girls everywhere.  All the cast and crew, anyone who's kept believing in me.  My two brothers, supported me in every way, my role models, my heroes, Buddy and Todd.  My mother Bettye, angel of my world.  My father Alphonse, who spent so much time with us and taught us everything.  I'm sorry I'm drawing a blank right now, but I thank everyone.",3,"""""""Don't know what to say. This is for everybody who works on a dream every day. [REDACT: Precious] boys and girls everywhere. All the cast and crew, anyone who's kept believing in me.""""""",A teenager's life is more complicated than her homework.,"""""""Don't know what to say. This is for everybody who works on a dream every day. [REDACT: Precious] boys and girls everywhere. All the cast and crew, anyone who's kept believing in me. My two brothers, supported me in every way, my role models, my heroes, Buddy and Todd. My mother Bettye, angel of my world. My father Alphonse, who spent so much time with us and taught us everything. I'm sorry I'm drawing a blank right now, but I thank everyone.""""""",3
2009,82,Writing (Original Screenplay),The Hurt Locker,Written by Mark Boal,Written by Mark Boal,"Oh my god.  Wow.  Thank you, Academy.  You honor me and humble me with this more than, more than you know.  I was a reporter back from Iraq with the idea for a story about these men on the frontlines of an unpopular war.  I thought it might make a movie.  The result wildly exceeded my expectations, and that is thanks to so many people.  To Summit Entertainment.  To our amazing cast and crew.  And most of all, to one extraordinary individual and visionary filmmaker, Kathryn Bigelow.  This belongs to you.

I would also like to thank and dedicate this to the troops:  The hundred and fifteen thousand who are still in Iraq, the hundred and twenty thousand in Afghanistan, and the more than thirty thousand wounded and four thousand who have not made it home.  And to my father who didn't live to see this, but inspired me and got me up here.  He passed away a month ago.  He would've really liked this a lot.  Thanks, Dad.  Thank you.",3,"""""""I was a reporter back from Iraq with the idea for a story about these men on the frontlines of an unpopular war. I thought it might make a movie. The result wildly exceeded my expectations...

I would also like to thank and dedicate this to the troops: The hundred and fifteen thousand who are still in Iraq, the hundred and twenty thousand in Afghanistan, and the more than thirty thousand wounded and four thousand who have not made it home. And to my father who didn't live to see this, but inspired me and got me up here. He passed away a month ago. He would've really liked this a lot.""""""","It's just a job, what could possibly go wrong?","""""""Oh my god. Wow. Thank you, Academy. You honor me and humble me with this more than, more than you know. I was a reporter back from Iraq with the idea for a story about these men on the frontlines of an unpopular war. I thought it might make a movie. The result wildly exceeded my expectations, and that is thanks to so many people. To Summit Entertainment. To our amazing cast and crew. And most of all, to one extraordinary individual and visionary filmmaker, [REDACT: Kathryn Bigelow]. This belongs to you.

I would also like to thank and dedicate this to the troops: The hundred and fifteen thousand who are still in Iraq, the hundred and twenty thousand in Afghanistan, and the more than thirty thousand wounded and four thousand who have not made it home. And to my father who didn't live to see this, but inspired me and got me up here. He passed away a month ago. He would've really liked this a lot. Thanks, Dad. Thank you.""""""",4
